num_passengers,trip_type,purchase_lead,length_of_stay,departure_time,flight_day,flight_duration,long_haul,extra_bags,in_flight_meals,preferred_seats
2,RoundTrip,158,18,3:00,Thu,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,41,30,8:00,Wed,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,108,25,1:00,Mon,5.62,"short to medium haul",no,no,yes
1,RoundTrip,292,22,8:00,Mon,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,76,27,0:00,Thu,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,13,31,0:00,Fri,5.62,"short to medium haul",yes,no,no
1,RoundTrip,5,17,12:00,Mon,5.62,"short to medium haul",yes,no,no
1,RoundTrip,7,49,13:00,Wed,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,226,22,6:00,Tue,5.62,"short to medium haul",no,no,no
1,RoundTrip,20,21,12:00,Wed,5.62,"short to medium haul",no,yes,no
1,RoundTrip,27,17,2:00,Thu,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,11,110,9:00,Fri,5.62,"short to medium haul",no,no,no
2,RoundTrip,39,32,1:00,Tue,5.62,"short to medium haul",yes,no,no
1,RoundTrip,26,27,2:00,Thu,5.62,"short to medium haul",no,yes,no
1,RoundTrip,64,22,2:00,Fri,5.62,"short to medium haul",no,no,no
1,RoundTrip,133,29,7:00,Tue,5.62,"short to medium haul",yes,no,no
1,RoundTrip,17,20,7:00,Fri,5.62,"short to medium haul",no,no,no
1,RoundTrip,17,18,12:00,Sun,5.62,"short to medium haul",yes,no,no
2,RoundTrip,159,19,8:00,Sun,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,156,21,11:00,Thu,5.62,"short to medium haul",no,no,yes
1,RoundTrip,29,29,4:00,Wed,5.62,"short to medium haul",yes,no,no
2,RoundTrip,168,25,10:00,Sat,5.62,"short to medium haul",no,no,no
1,RoundTrip,208,29,8:00,Sun,5.62,"short to medium haul",yes,no,no
2,RoundTrip,155,18,1:00,Tue,5.62,"short to medium haul",no,no,yes
4,RoundTrip,257,23,8:00,Fri,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,12,28,2:00,Thu,5.62,"short to medium haul",yes,no,no
1,RoundTrip,63,18,13:00,Thu,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,20,30,7:00,Tue,5.62,"short to medium haul",no,yes,yes
1,RoundTrip,95,21,10:00,Sat,5.62,"short to medium haul",yes,yes,no
1,RoundTrip,201,22,13:00,Thu,5.62,"short to medium haul",no,no,no
1,RoundTrip,23,17,2:00,Sun,5.62,"short to medium haul",yes,no,no
1,RoundTrip,133,21,10:00,Wed,5.62,"short to medium haul",no,no,no
2,RoundTrip,111,18,15:00,Wed,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,75,27,8:00,Sat,5.62,"short to medium haul",no,no,no
3,RoundTrip,66,23,14:00,Fri,5.62,"short to medium haul",yes,no,no
2,RoundTrip,69,24,6:00,Sun,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,53,23,6:00,Wed,5.62,"short to medium haul",no,no,no
1,RoundTrip,229,18,11:00,Thu,5.62,"short to medium haul",yes,no,no
1,RoundTrip,15,18,17:00,Thu,5.62,"short to medium haul",yes,no,no
1,RoundTrip,73,30,6:00,Tue,5.62,"short to medium haul",yes,no,no
1,RoundTrip,67,22,3:00,Tue,5.62,"short to medium haul",no,no,no
1,RoundTrip,319,17,11:00,Sat,5.62,"short to medium haul",no,no,no
1,RoundTrip,117,19,4:00,Mon,5.62,"short to medium haul",no,no,no
1,RoundTrip,59,41,22:00,Wed,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,363,17,8:00,Thu,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,46,17,13:00,Sun,5.62,"short to medium haul",no,no,no
2,RoundTrip,326,21,11:00,Tue,5.62,"short to medium haul",yes,no,no
1,RoundTrip,34,17,2:00,Thu,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,56,22,13:00,Mon,5.62,"short to medium haul",yes,no,no
2,RoundTrip,65,17,11:00,Mon,5.62,"short to medium haul",yes,no,yes
1,RoundTrip,82,18,12:00,Sat,5.62,"short to medium haul",no,no,yes
1,RoundTrip,56,22,13:00,Mon,5.62,"short to medium haul",yes,no,no
1,RoundTrip,13,33,12:00,Wed,5.62,"short to medium haul",yes,no,no
1,RoundTrip,9,18,3:00,Fri,5.62,"short to medium haul",yes,yes,yes
2,RoundTrip,185,24,7:00,Thu,5.62,"short to medium haul",no,no,no
2,RoundTrip,77,46,6:00,Sun,5.62,"short to medium haul",yes,no,no
2,RoundTrip,12,27,1:00,Tue,5.62,"short to medium haul",yes,yes,yes
1,RoundTrip,139,41,18:00,Mon,6.33,"short to medium haul",no,no,no
1,RoundTrip,29,28,13:00,Tue,6.33,"short to medium haul",no,yes,no
1,RoundTrip,237,17,5:00,Thu,6.33,"short to medium haul",no,no,no
1,RoundTrip,47,20,10:00,Wed,5.33,"short to medium haul",no,no,no
1,RoundTrip,51,33,14:00,Sat,5.33,"short to medium haul",yes,yes,no
1,RoundTrip,48,33,14:00,Tue,5.33,"short to medium haul",yes,no,no
2,RoundTrip,395,18,4:00,Mon,8.58,"long haul",yes,no,yes
2,RoundTrip,164,21,12:00,Sun,8.58,"long haul",yes,yes,yes
1,RoundTrip,69,20,10:00,Mon,8.58,"long haul",yes,yes,yes
2,RoundTrip,127,69,3:00,Mon,8.58,"long haul",yes,yes,yes
1,RoundTrip,38,41,0:00,Thu,8.58,"long haul",no,no,no
1,RoundTrip,28,18,6:00,Mon,8.58,"long haul",yes,no,no
1,RoundTrip,4,28,0:00,Sat,8.58,"long haul",yes,no,no
1,RoundTrip,140,33,3:00,Thu,8.58,"long haul",no,no,no
1,RoundTrip,11,32,8:00,Wed,8.58,"long haul",yes,no,no
1,RoundTrip,50,19,5:00,Fri,8.58,"long haul",yes,yes,yes
2,RoundTrip,40,29,11:00,Wed,8.58,"long haul",yes,no,no
1,RoundTrip,295,39,0:00,Sun,8.58,"long haul",no,no,yes
1,RoundTrip,59,29,7:00,Fri,8.58,"long haul",no,no,no
2,RoundTrip,42,23,5:00,Sat,8.58,"long haul",yes,yes,yes
2,RoundTrip,34,17,23:00,Fri,8.58,"long haul",yes,no,yes
2,RoundTrip,54,18,3:00,Wed,8.58,"long haul",yes,no,no
1,RoundTrip,151,24,6:00,Sat,8.58,"long haul",no,yes,no
1,RoundTrip,35,26,3:00,Wed,8.58,"long haul",yes,no,no
1,RoundTrip,26,45,2:00,Sat,8.58,"long haul",no,no,no
1,RoundTrip,28,31,3:00,Sun,8.58,"long haul",yes,no,no
2,RoundTrip,20,30,9:00,Thu,8.58,"long haul",yes,yes,yes
2,RoundTrip,228,18,12:00,Wed,8.58,"long haul",yes,yes,yes
1,RoundTrip,51,47,22:00,Fri,8.58,"long haul",yes,no,no
1,RoundTrip,64,19,11:00,Tue,8.58,"long haul",no,yes,no
2,RoundTrip,179,33,21:00,Wed,8.58,"long haul",yes,no,no
1,RoundTrip,39,19,13:00,Fri,8.58,"long haul",yes,no,yes
1,RoundTrip,23,19,7:00,Wed,8.58,"long haul",yes,yes,no
1,RoundTrip,73,23,6:00,Thu,8.58,"long haul",yes,no,no
2,RoundTrip,67,34,3:00,Fri,8.58,"long haul",yes,yes,yes
2,RoundTrip,10,62,10:00,Sun,8.58,"long haul",no,yes,no
1,RoundTrip,20,55,17:00,Tue,8.58,"long haul",no,yes,no
1,RoundTrip,69,30,6:00,Tue,8.58,"long haul",yes,no,no
1,RoundTrip,23,19,2:00,Sat,8.58,"long haul",no,no,no
1,RoundTrip,9,22,2:00,Sat,8.58,"long haul",yes,no,no
1,RoundTrip,232,22,11:00,Sun,8.58,"long haul",yes,no,no
2,RoundTrip,119,28,11:00,Tue,8.58,"long haul",no,no,no
1,RoundTrip,34,32,10:00,Tue,8.58,"long haul",no,yes,no
2,RoundTrip,49,21,23:00,Fri,8.58,"long haul",no,yes,yes
2,RoundTrip,192,22,12:00,Thu,8.58,"long haul",no,yes,yes
1,RoundTrip,44,21,10:00,Sat,8.58,"long haul",yes,no,no
2,RoundTrip,220,24,5:00,Thu,8.58,"long haul",no,yes,no
1,RoundTrip,11,18,9:00,Thu,8.58,"long haul",no,yes,yes
1,RoundTrip,208,37,5:00,Wed,8.58,"long haul",no,no,no
1,RoundTrip,228,23,7:00,Thu,8.58,"long haul",yes,yes,no
3,RoundTrip,190,21,2:00,Wed,8.58,"long haul",no,yes,no
2,RoundTrip,329,27,12:00,Sat,8.58,"long haul",yes,no,yes
2,RoundTrip,308,18,20:00,Sun,8.58,"long haul",yes,no,yes
1,RoundTrip,212,28,12:00,Thu,8.58,"long haul",yes,no,no
1,RoundTrip,11,32,0:00,Tue,8.58,"long haul",yes,yes,yes
1,RoundTrip,6,25,4:00,Mon,8.58,"long haul",no,no,no
1,RoundTrip,85,17,12:00,Mon,8.58,"long haul",yes,yes,yes
3,RoundTrip,43,17,5:00,Mon,8.58,"long haul",yes,no,no
2,RoundTrip,55,20,1:00,Thu,8.58,"long haul",no,yes,no
2,RoundTrip,82,29,23:00,Sat,8.58,"long haul",yes,no,yes
1,RoundTrip,72,17,9:00,Mon,8.58,"long haul",yes,yes,yes
1,RoundTrip,157,18,10:00,Sun,8.58,"long haul",yes,no,yes
1,RoundTrip,22,20,0:00,Mon,8.58,"long haul",no,yes,no
2,RoundTrip,119,17,10:00,Sun,8.58,"long haul",no,yes,no
1,RoundTrip,80,30,14:00,Fri,8.58,"long haul",no,no,no
1,RoundTrip,6,91,5:00,Wed,8.58,"long haul",yes,yes,no
1,RoundTrip,96,49,12:00,Mon,8.58,"long haul",yes,yes,yes
2,RoundTrip,111,19,15:00,Tue,8.58,"long haul",yes,yes,no
1,RoundTrip,35,28,23:00,Sat,8.58,"long haul",yes,yes,yes
1,RoundTrip,9,28,17:00,Thu,8.58,"long haul",yes,yes,yes
1,RoundTrip,36,57,9:00,Tue,8.58,"long haul",yes,yes,yes
2,RoundTrip,27,19,14:00,Mon,8.58,"long haul",no,no,yes
3,RoundTrip,172,18,2:00,Wed,8.58,"long haul",yes,no,no
1,RoundTrip,22,17,23:00,Sun,8.58,"long haul",yes,no,yes
2,RoundTrip,69,20,9:00,Sat,8.58,"long haul",yes,yes,no
1,RoundTrip,169,20,7:00,Thu,8.58,"long haul",yes,no,no
1,RoundTrip,7,20,10:00,Thu,8.58,"long haul",no,no,no
1,RoundTrip,22,18,10:00,Sun,8.58,"long haul",no,yes,no
1,RoundTrip,285,24,3:00,Fri,8.58,"long haul",yes,no,yes
1,RoundTrip,72,21,11:00,Thu,8.58,"long haul",no,no,no
1,RoundTrip,20,68,10:00,Sun,8.58,"long haul",no,no,no
7,RoundTrip,382,17,3:00,Thu,8.58,"long haul",yes,no,no
1,RoundTrip,21,22,12:00,Wed,8.58,"long haul",no,no,no
2,RoundTrip,32,39,9:00,Thu,8.58,"long haul",yes,no,no
2,RoundTrip,277,18,10:00,Sat,8.58,"long haul",no,no,no
2,RoundTrip,16,18,1:00,Sun,8.58,"long haul",yes,no,no
2,RoundTrip,47,18,6:00,Mon,8.58,"long haul",no,no,no
2,RoundTrip,70,23,10:00,Sat,8.58,"long haul",yes,no,no
1,RoundTrip,24,35,15:00,Sun,8.58,"long haul",yes,yes,yes
2,RoundTrip,186,22,8:00,Thu,8.58,"long haul",yes,no,no
2,RoundTrip,4,29,9:00,Mon,8.58,"long haul",no,no,no
1,RoundTrip,26,17,13:00,Sun,8.58,"long haul",no,yes,no
2,RoundTrip,24,1,9:00,Fri,8.58,"long haul",no,yes,no
2,RoundTrip,47,18,2:00,Wed,8.58,"long haul",yes,no,no
1,RoundTrip,43,21,3:00,Fri,8.58,"long haul",yes,yes,yes
8,RoundTrip,148,24,8:00,Sun,8.58,"long haul",no,no,no
1,RoundTrip,51,23,3:00,Fri,8.58,"long haul",yes,yes,yes
1,RoundTrip,28,33,10:00,Tue,8.58,"long haul",yes,yes,yes
2,RoundTrip,174,17,0:00,Fri,8.58,"long haul",yes,no,yes
1,RoundTrip,118,24,7:00,Fri,8.58,"long haul",yes,yes,no
2,RoundTrip,220,17,7:00,Tue,8.58,"long haul",yes,no,yes
2,RoundTrip,85,18,10:00,Tue,8.58,"long haul",no,no,no
1,RoundTrip,146,27,13:00,Wed,8.58,"long haul",no,no,no
1,RoundTrip,50,17,12:00,Thu,8.58,"long haul",yes,yes,no
2,RoundTrip,117,43,5:00,Mon,8.58,"long haul",yes,yes,yes
2,RoundTrip,182,31,10:00,Wed,8.58,"long haul",yes,yes,yes
1,RoundTrip,8,19,4:00,Fri,8.58,"long haul",yes,yes,yes
2,RoundTrip,23,29,10:00,Sun,8.58,"long haul",yes,no,no
1,RoundTrip,30,17,7:00,Sun,8.58,"long haul",yes,no,no
1,RoundTrip,81,23,9:00,Sun,8.58,"long haul",no,no,no
1,RoundTrip,34,28,13:00,Mon,8.58,"long haul",no,no,no
1,RoundTrip,93,17,9:00,Mon,8.58,"long haul",yes,no,yes
1,RoundTrip,55,30,10:00,Wed,8.58,"long haul",yes,yes,yes
1,RoundTrip,29,21,5:00,Thu,8.58,"long haul",yes,yes,yes
1,RoundTrip,14,91,13:00,Thu,8.58,"long haul",yes,yes,yes
1,RoundTrip,93,21,21:00,Mon,8.58,"long haul",no,no,yes
2,RoundTrip,179,17,3:00,Wed,8.58,"long haul",yes,no,no
1,RoundTrip,33,18,10:00,Fri,8.58,"long haul",yes,no,no
1,RoundTrip,150,23,6:00,Fri,8.58,"long haul",yes,yes,no
2,RoundTrip,99,31,4:00,Sun,8.58,"long haul",yes,no,yes
4,RoundTrip,160,23,0:00,Sat,8.58,"long haul",yes,yes,no
1,RoundTrip,7,47,6:00,Thu,8.58,"long haul",yes,no,yes
2,RoundTrip,82,25,9:00,Tue,8.58,"long haul",no,no,no
1,RoundTrip,93,21,21:00,Mon,8.58,"long haul",no,no,yes
2,RoundTrip,77,18,10:00,Thu,8.58,"long haul",yes,no,yes
2,RoundTrip,106,37,6:00,Sat,8.58,"long haul",no,no,yes
1,RoundTrip,77,26,2:00,Thu,4.67,"short to medium haul",yes,yes,yes
1,RoundTrip,5,26,8:00,Wed,5,"short to medium haul",no,no,no
2,RoundTrip,40,18,5:00,Mon,5,"short to medium haul",yes,yes,yes
1,RoundTrip,21,20,9:00,Wed,8.15,"long haul",yes,yes,no
1,RoundTrip,105,82,12:00,Tue,8.15,"long haul",no,no,no
1,RoundTrip,40,20,14:00,Wed,8.15,"long haul",yes,no,no
1,RoundTrip,2,38,8:00,Mon,8.15,"long haul",yes,yes,no
1,RoundTrip,50,25,16:00,Tue,8.15,"long haul",yes,yes,no
1,RoundTrip,0,36,11:00,Tue,8.15,"long haul",yes,no,no
1,RoundTrip,56,19,3:00,Sat,8.15,"long haul",no,no,yes
1,RoundTrip,49,61,10:00,Sat,8.15,"long haul",yes,yes,yes
1,RoundTrip,8,45,1:00,Fri,8.15,"long haul",yes,yes,no
1,RoundTrip,24,119,14:00,Sun,8.15,"long haul",yes,no,no
1,RoundTrip,100,24,7:00,Sat,8.15,"long haul",yes,no,no
1,RoundTrip,6,36,13:00,Thu,8.15,"long haul",yes,no,no
1,RoundTrip,51,19,15:00,Thu,8.15,"long haul",yes,no,no
3,RoundTrip,24,34,7:00,Sun,8.15,"long haul",yes,no,yes
1,RoundTrip,29,30,12:00,Sun,8.15,"long haul",yes,no,no
3,RoundTrip,85,20,0:00,Thu,7.57,"short to medium haul",yes,yes,no
1,RoundTrip,7,28,9:00,Mon,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,37,17,6:00,Thu,7.57,"short to medium haul",yes,yes,no
1,RoundTrip,37,29,8:00,Mon,7.57,"short to medium haul",yes,no,no
1,RoundTrip,34,60,8:00,Mon,7.57,"short to medium haul",yes,no,no
1,RoundTrip,28,342,12:00,Thu,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,62,25,7:00,Mon,7.57,"short to medium haul",yes,yes,no
1,RoundTrip,4,17,8:00,Mon,7.57,"short to medium haul",yes,yes,yes
2,RoundTrip,53,30,12:00,Thu,7.57,"short to medium haul",yes,no,no
2,RoundTrip,52,17,9:00,Sat,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,3,27,11:00,Thu,7.57,"short to medium haul",no,yes,yes
1,RoundTrip,21,31,5:00,Thu,7.57,"short to medium haul",yes,no,no
1,RoundTrip,44,40,10:00,Thu,7.57,"short to medium haul",yes,yes,no
1,RoundTrip,129,28,17:00,Mon,7.57,"short to medium haul",yes,yes,no
1,RoundTrip,37,21,8:00,Sun,7.57,"short to medium haul",no,no,no
1,RoundTrip,128,37,8:00,Sat,7.57,"short to medium haul",no,no,no
2,RoundTrip,15,331,5:00,Thu,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,25,87,2:00,Fri,7.57,"short to medium haul",yes,no,no
1,RoundTrip,92,25,5:00,Wed,7.57,"short to medium haul",yes,yes,yes
2,RoundTrip,5,88,4:00,Wed,7.57,"short to medium haul",yes,no,no
1,RoundTrip,23,1,14:00,Tue,7.57,"short to medium haul",no,yes,no
1,RoundTrip,4,21,12:00,Mon,7.57,"short to medium haul",yes,no,no
1,RoundTrip,154,34,2:00,Thu,7.57,"short to medium haul",no,yes,no
1,RoundTrip,32,40,7:00,Mon,7.57,"short to medium haul",yes,yes,no
2,RoundTrip,89,46,15:00,Fri,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,87,27,15:00,Mon,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,33,25,2:00,Wed,7.57,"short to medium haul",yes,no,no
1,RoundTrip,6,89,4:00,Fri,7.57,"short to medium haul",yes,yes,no
1,RoundTrip,63,29,14:00,Sun,7.57,"short to medium haul",yes,yes,no
1,RoundTrip,50,104,16:00,Sat,7.57,"short to medium haul",yes,yes,yes
2,RoundTrip,89,46,15:00,Fri,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,41,30,14:00,Mon,7.57,"short to medium haul",yes,no,no
2,RoundTrip,104,148,0:00,Thu,7.57,"short to medium haul",no,no,no
1,RoundTrip,10,89,1:00,Wed,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,24,25,11:00,Mon,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,147,23,3:00,Sat,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,18,33,15:00,Thu,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,88,17,13:00,Sat,7.57,"short to medium haul",yes,no,no
1,RoundTrip,51,27,7:00,Fri,7.57,"short to medium haul",yes,yes,no
1,RoundTrip,364,23,2:00,Sun,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,11,59,4:00,Thu,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,16,30,12:00,Fri,7.57,"short to medium haul",no,no,no
1,RoundTrip,13,38,13:00,Mon,7.57,"short to medium haul",yes,no,no
1,RoundTrip,25,122,4:00,Fri,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,3,21,11:00,Wed,7.57,"short to medium haul",yes,no,no
1,RoundTrip,60,28,1:00,Fri,7.57,"short to medium haul",no,yes,no
1,RoundTrip,36,41,3:00,Sat,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,8,82,5:00,Mon,7.57,"short to medium haul",yes,yes,yes
2,RoundTrip,52,19,4:00,Thu,7.57,"short to medium haul",yes,yes,no
1,RoundTrip,54,19,14:00,Tue,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,12,69,6:00,Sat,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,3,85,11:00,Thu,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,29,21,7:00,Sun,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,58,18,23:00,Mon,7.57,"short to medium haul",yes,yes,yes
2,RoundTrip,65,60,6:00,Thu,7.57,"short to medium haul",yes,no,yes
2,RoundTrip,281,86,0:00,Tue,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,52,18,21:00,Sun,7.57,"short to medium haul",yes,no,no
4,RoundTrip,414,26,0:00,Mon,7.57,"short to medium haul",no,no,no
3,RoundTrip,69,25,14:00,Thu,7.57,"short to medium haul",no,no,no
1,RoundTrip,168,28,12:00,Mon,8.83,"long haul",no,yes,no
1,RoundTrip,25,20,1:00,Sat,8.83,"long haul",yes,yes,yes
2,RoundTrip,159,29,2:00,Tue,8.83,"long haul",no,no,no
1,RoundTrip,40,18,3:00,Sat,8.83,"long haul",yes,yes,yes
1,RoundTrip,167,19,11:00,Wed,8.83,"long haul",no,no,no
1,RoundTrip,19,20,0:00,Mon,8.83,"long haul",no,yes,no
1,OneWay,368,21,0:00,Fri,8.83,"long haul",no,no,no
2,RoundTrip,135,34,0:00,Mon,8.83,"long haul",yes,no,no
2,RoundTrip,252,33,13:00,Sun,8.83,"long haul",yes,no,yes
1,RoundTrip,71,32,0:00,Sun,8.83,"long haul",yes,no,no
2,RoundTrip,69,18,6:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,154,181,0:00,Tue,8.83,"long haul",yes,no,no
1,RoundTrip,66,37,6:00,Fri,8.83,"long haul",yes,no,no
2,RoundTrip,169,21,6:00,Fri,8.83,"long haul",yes,no,no
1,RoundTrip,10,32,13:00,Tue,8.83,"long haul",no,no,yes
2,RoundTrip,299,29,23:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,151,36,6:00,Wed,8.83,"long haul",yes,no,no
2,RoundTrip,51,17,2:00,Thu,8.83,"long haul",yes,yes,no
2,RoundTrip,170,17,3:00,Sun,8.83,"long haul",yes,yes,yes
2,RoundTrip,120,22,11:00,Sat,8.83,"long haul",yes,yes,yes
1,RoundTrip,118,27,13:00,Mon,8.83,"long haul",yes,no,no
6,RoundTrip,250,19,9:00,Fri,8.83,"long haul",yes,yes,yes
1,RoundTrip,48,19,10:00,Wed,8.83,"long haul",no,yes,no
1,RoundTrip,34,20,7:00,Thu,8.83,"long haul",yes,yes,yes
1,RoundTrip,74,49,12:00,Thu,8.83,"long haul",yes,yes,yes
1,RoundTrip,2,20,1:00,Fri,8.83,"long haul",no,no,no
1,RoundTrip,43,36,6:00,Tue,8.83,"long haul",yes,no,no
2,RoundTrip,229,20,12:00,Tue,8.83,"long haul",yes,yes,no
1,RoundTrip,57,17,2:00,Wed,8.83,"long haul",no,no,no
2,RoundTrip,220,18,2:00,Mon,8.83,"long haul",yes,yes,yes
1,RoundTrip,50,17,4:00,Wed,8.83,"long haul",yes,no,no
1,OneWay,261,20,10:00,Sun,8.83,"long haul",yes,yes,no
2,RoundTrip,37,17,11:00,Sun,8.83,"long haul",yes,yes,yes
1,RoundTrip,74,23,4:00,Wed,8.83,"long haul",yes,yes,no
1,RoundTrip,26,54,16:00,Fri,8.83,"long haul",yes,yes,yes
2,RoundTrip,256,27,2:00,Mon,8.83,"long haul",yes,no,no
2,RoundTrip,59,22,10:00,Thu,8.83,"long haul",no,no,no
1,OneWay,172,17,5:00,Thu,8.83,"long haul",yes,no,no
2,RoundTrip,50,24,10:00,Tue,8.83,"long haul",yes,no,no
2,RoundTrip,203,18,11:00,Tue,8.83,"long haul",yes,no,yes
6,RoundTrip,92,20,8:00,Fri,8.83,"long haul",yes,no,no
2,RoundTrip,41,22,10:00,Fri,8.83,"long haul",yes,no,no
4,OneWay,308,17,22:00,Sun,8.83,"long haul",yes,yes,no
1,RoundTrip,6,59,4:00,Sat,8.83,"long haul",yes,yes,yes
1,RoundTrip,333,20,9:00,Tue,8.83,"long haul",no,yes,yes
1,OneWay,46,17,7:00,Fri,8.83,"long haul",yes,yes,no
1,RoundTrip,169,17,8:00,Thu,7.57,"short to medium haul",no,no,no
2,RoundTrip,126,18,13:00,Wed,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,7,17,2:00,Thu,8.83,"long haul",yes,no,no
1,RoundTrip,37,38,7:00,Mon,8.83,"long haul",no,no,no
1,RoundTrip,11,18,7:00,Wed,8.83,"long haul",yes,no,no
2,RoundTrip,56,98,4:00,Thu,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,14,31,6:00,Wed,7.57,"short to medium haul",yes,yes,no
1,RoundTrip,73,36,5:00,Wed,7.57,"short to medium haul",no,yes,no
2,RoundTrip,35,79,9:00,Tue,7.57,"short to medium haul",yes,yes,no
2,RoundTrip,92,85,23:00,Mon,7.57,"short to medium haul",no,yes,no
2,RoundTrip,34,18,5:00,Wed,7.57,"short to medium haul",no,no,no
2,RoundTrip,5,1,2:00,Wed,7.57,"short to medium haul",no,yes,yes
1,RoundTrip,150,20,14:00,Tue,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,273,17,7:00,Sun,7.57,"short to medium haul",yes,no,no
8,RoundTrip,248,29,18:00,Sun,7.57,"short to medium haul",no,no,no
1,RoundTrip,313,87,23:00,Sat,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,6,18,1:00,Thu,7.57,"short to medium haul",no,yes,no
2,RoundTrip,241,31,2:00,Fri,7.57,"short to medium haul",yes,no,no
1,RoundTrip,91,85,6:00,Tue,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,48,65,8:00,Thu,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,71,22,16:00,Mon,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,60,24,8:00,Fri,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,41,34,12:00,Sun,7.57,"short to medium haul",no,no,yes
2,RoundTrip,280,29,14:00,Fri,7.57,"short to medium haul",yes,yes,no
2,RoundTrip,16,20,2:00,Tue,7.57,"short to medium haul",yes,no,no
1,RoundTrip,81,40,5:00,Wed,7.57,"short to medium haul",yes,yes,yes
2,RoundTrip,10,87,6:00,Tue,7.57,"short to medium haul",yes,yes,no
1,RoundTrip,46,21,14:00,Tue,7.57,"short to medium haul",yes,no,no
2,RoundTrip,266,49,5:00,Tue,7.57,"short to medium haul",yes,no,no
1,RoundTrip,105,30,9:00,Fri,7.57,"short to medium haul",yes,yes,yes
2,RoundTrip,92,74,1:00,Fri,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,94,53,9:00,Fri,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,2,67,17:00,Sun,7.57,"short to medium haul",yes,no,no
1,RoundTrip,23,58,7:00,Mon,7.57,"short to medium haul",yes,yes,no
3,RoundTrip,107,25,5:00,Fri,7.57,"short to medium haul",no,no,no
2,RoundTrip,232,28,6:00,Mon,7.57,"short to medium haul",yes,no,no
2,RoundTrip,94,20,22:00,Sun,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,61,43,8:00,Fri,7.57,"short to medium haul",no,yes,yes
2,RoundTrip,236,43,8:00,Sun,7.57,"short to medium haul",yes,no,no
1,RoundTrip,21,87,3:00,Wed,7.57,"short to medium haul",yes,no,yes
2,RoundTrip,6,35,14:00,Wed,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,30,22,18:00,Sat,7.57,"short to medium haul",yes,yes,no
2,RoundTrip,15,21,6:00,Sat,7.57,"short to medium haul",yes,no,no
2,RoundTrip,115,31,2:00,Sun,7.57,"short to medium haul",yes,no,yes
1,RoundTrip,32,32,12:00,Fri,7.57,"short to medium haul",yes,yes,yes
2,RoundTrip,344,17,4:00,Sun,7.57,"short to medium haul",yes,no,yes
2,RoundTrip,19,78,16:00,Fri,7.57,"short to medium haul",yes,no,no
1,RoundTrip,56,17,22:00,Sat,7.57,"short to medium haul",no,no,no
1,RoundTrip,95,29,14:00,Thu,7.57,"short to medium haul",yes,no,yes
2,RoundTrip,58,284,16:00,Sat,7.57,"short to medium haul",yes,yes,yes
1,RoundTrip,127,36,13:00,Thu,7.57,"short to medium haul",yes,yes,no
